数据来源部门,业务域,表英文名称,表中文名称,字段英文名称,字段中文名称,字段说明,字段类型,字段长度,是否主键,是否外键,外键关联字段,来源表的英文名称,来源表的中文名称,来源字段的英文名称,来源字段的中文名称,备注
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,p_min_release_amount,最小发放额,erp协议用,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,P_MIN_RELEASE_AMOUNT,最小发放额--erp协议用 ,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,p_committed_amount,议定金额,erp协议用,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,P_COMMITTED_AMOUNT,议定金额--erp协议用 ,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,p_expiration_date,到期日,erp协议用,datetime,-,,,,ods_cg_cghtmxmx,采购合同明细明细表,P_EXPIRATION_DATE,到期日--erp协议用 ,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,shsl,送货数量,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,SHSL,送货数量,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,dhhgsl,到货验收合格数量,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,DHHGSL,到货验收合格数量,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,rkse,入库货款金额,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,RKSE,入库货款金额,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,cghtmxid_only,cghtmx表的ID唯一，用来处理数据修改,,"decimal(32,0)",-,,FK,,ods_cg_cghtmxmx,采购合同明细明细表,CGHTMXID_ONLY,cghtmx表的id唯一，用来处理数据修改,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,dhzdsl,已编制到货验收的数量,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,DHZDSL,已编制到货验收的数量,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,hgzdsl,已编制到货验收合格的数量,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,HGZDSL,已编制到货验收合格的数量,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,cgfabm,采购方案编码,,varchar(20),20,,,,ods_cg_cghtmxmx,采购合同明细明细表,CGFABM,采购方案编码,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,baoid,采购方案包ID,,varchar(20),20,,,,ods_cg_cghtmxmx,采购合同明细明细表,BAOID,采购方案包id,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,saleunitprice,销售单价,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,SALEUNITPRICE,销售单价,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,salestatus,销售单价填写状态,0-未填写 1-填写,varchar(2),2,,,,ods_cg_cghtmxmx,采购合同明细明细表,SALESTATUS,销售单价填写状态 0-未填写 1-填写,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,qqcgdj,前期采购单价,用于价格管理-价格分析-采购降本统计,"decimal(16,6)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,QQCGDJ,前期采购单价 用于价格管理-价格分析-采购降本统计,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,qqcgje,前期采购金额,用于价格管理-价格分析-采购降本统计,"decimal(16,6)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,QQCGJE,前期采购金额 用于价格管理-价格分析-采购降本统计,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,qqcghtbm,前期采购合同编码,用于价格管理-价格分析-采购降本统计,varchar(62),62,,,,ods_cg_cghtmxmx,采购合同明细明细表,QQCGHTBM,前期采购合同编码 用于价格管理-价格分析-采购降本统计,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,tpsl,竞争性谈判数量（中船）,,"decimal(14,4)",-,,,,ods_cg_cghtmxmx,采购合同明细明细表,TPSL,竞争性谈判数量(中船),
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,jhq,,,text,65535,,,,ods_cg_cghtmxmx,采购合同明细明细表,JHQ,,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,jobdesc,工作内容,,text,65535,,,,ods_cg_cghtmxmx,采购合同明细明细表,JOBDESC,工作内容,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,computationrule,计算规则,,text,65535,,,,ods_cg_cghtmxmx,采购合同明细明细表,COMPUTATIONRULE,计算规则,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,deliverydate,中船交货期,,varchar(32),32,,,,ods_cg_cghtmxmx,采购合同明细明细表,DELIVERYDATE,中船交货期,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,source,物资来源,（1-物资编码 2-计划 3-采购方案 4-询价结果 5-定标报告 6-竞争性谈判 7-协议）,varchar(2),2,,,,ods_cg_cghtmxmx,采购合同明细明细表,SOURCE,物资来源（1-物资编码 2-计划 3-采购方案 4-询价结果 5-定标报告 6-竞争性谈判 7-协议）,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,id,主键ID,,bigint(20),-,PK,,,ods_cg_cghtmxmx,采购合同明细明细表,ID,主键,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,sourceid,物资来源的主键,（来源主键，如：物资编码、PHBMID、报价明细ID等）,varchar(32),32,,,,ods_cg_cghtmxmx,采购合同明细明细表,SOURCEID,物资来源的主键（来源主键，如：物资编码、PHBMID、报价明细ID等）,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,gfwzmc,供方物资名称,,varchar(64),64,,,,ods_cg_cghtmxmx,采购合同明细明细表,GFWZMC,供方物资名称,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,jhdd,交货地点,,varchar(64),64,,,,ods_cg_cghtmxmx,采购合同明细明细表,JHDD,交货地点,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,echth,二次合同号,,varchar(64),64,,,,ods_cg_cghtmxmx,采购合同明细明细表,ECHTH,二次合同号,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,interfaceid,接口ID,,varchar(64),64,,,,ods_cg_cghtmxmx,采购合同明细明细表,INTERFACEID,接口ID,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,xmbm,项目编码,,varchar(64),64,,,,ods_cg_cghtmxmx,采购合同明细明细表,XMBM,项目编码,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,zzlastupdatetime,,,datetime,-,,,,ods_cg_cghtmxmx,采购合同明细明细表,ZZLASTUPDATETIME,,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,scbm,市场编码,,varchar(60),60,,,,ods_cg_cghtmxmx,采购合同明细明细表,SCBM,市场编码,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,scmc,市场名称,,varchar(120),120,,,,ods_cg_cghtmxmx,采购合同明细明细表,SCMC,市场名称,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,zzppbm,主站品牌编码,,varchar(60),60,,,,ods_cg_cghtmxmx,采购合同明细明细表,ZZPPBM,主站品牌编码,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,zzppmc,主站品牌别名,,varchar(120),120,,,,ods_cg_cghtmxmx,采购合同明细明细表,ZZPPMC,主站品牌别名,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,wsjgrq,网上价格日期,,date,-,,,,ods_cg_cghtmxmx,采购合同明细明细表,WSJGRQ,网上价格日期,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,qybm,区域编码,,varchar(60),60,,,,ods_cg_cghtmxmx,采购合同明细明细表,QYBM,区域编码,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,qymc,区域名称,,varchar(120),120,,,,ods_cg_cghtmxmx,采购合同明细明细表,QYMC,区域名称,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,qyjc,区域简称,,varchar(120),120,,,,ods_cg_cghtmxmx,采购合同明细明细表,QYJC,区域简称,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,deliverdate,送货日期,,date,-,,,,ods_cg_cghtmxmx,采购合同明细明细表,deliverdate,送货日期,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,deliverlocation,送货地点,,varchar(600),600,,,,ods_cg_cghtmxmx,采购合同明细明细表,deliverlocation,送货地点,
供应链管理部,供应链管理,dwd_gyl_cghtmxmx,采购合同明细明细表,lastutd,最后更新日期,,datetime,,,,,ods_cg_cghtmxmx,采购合同明细明细表,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,cgjggsid,采购结果公示主键（编码）,,varchar(80),80,PK,,,ods_cg_cgjggs,采购结果公示,CGJGGSID,采购结果公示主键（编码）,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,cgjggsbh,采购结果公示编号,,text,65535,,,,ods_cg_cgjggs,采购结果公示,CGJGGSBH,采购结果公示编号,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,cgjggsmc,采购结果公示名称,,text,65535,,,,ods_cg_cgjggs,采购结果公示,CGJGGSMC,采购结果公示名称,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,bzbm,采购结果表编码,,varchar(80),80,,FK,,ods_cg_cgjggs,采购结果公示,BZBM,采购结果编码,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,content,公告内容,,longtext,4294967295,,,,ods_cg_cgjggs,采购结果公示,CONTENT,公告内容,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,publishdeadline,发布截止时间,,datetime,-,,,,ods_cg_cgjggs,采购结果公示,PUBLISHDEADLINE,发布截止时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,remark,备注,,text,65535,,,,ods_cg_cgjggs,采购结果公示,REMARK,备注,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,zdr,制单人,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,zdr,制单人,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,zdsj,制单时间,,datetime,,,,,ods_cg_cgjggs,采购结果公示,zdsj,制单时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,publishtime,发布时间,,datetime,-,,,,ods_cg_cgjggs,采购结果公示,PUBLISHTIME,发布时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,shr,审批人编码,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,SHR,审核人,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,shsj,审核时间,,datetime,-,,,,ods_cg_cgjggs,采购结果公示,SHSJ,审核时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,shbz,审核标志,,varchar(32),32,,,,ods_cg_cgjggs,采购结果公示,SHBZ,审核标志,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,djdwbm,制单人单位编码,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,djdwbm,制单人单位编码,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,version,版本,,bigint(20),,,,,ods_cg_cgjggs,采购结果公示,version,版本,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,htbz,回退标志,,varchar(50),50,,,,ods_cg_cgjggs,采购结果公示,htbz,回退标志,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,htr,回退人,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,htr,回退人,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,htsj,回退时间,,datetime,,,,,ods_cg_cgjggs,采购结果公示,htsj,回退时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,freezeflag,注销标志,,varchar(50),50,,,,ods_cg_cgjggs,采购结果公示,freezeflag,注销标志,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,freezercode,注销人编码,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,FREEZERCODE,注销人编码,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,freezerdesc,注销人名称,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,FREEZERDESC,注销人名称,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,freezetime,注销时间,,datetime,-,,,,ods_cg_cgjggs,采购结果公示,FREEZETIME,注销时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,workflowid,工作流ID,,varchar(160),160,,,,ods_cg_cgjggs,采购结果公示,workflowid,工作流ID,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,publicpublish,发布到外网,（ 0-否 1-是：默认）,varchar(32),32,,,,ods_cg_cgjggs,采购结果公示,PUBLICPUBLISH,发布到外网（ 0-否 1-是：默认）,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,datasource,数据来源:暂无实用,,varchar(80),80,,,,ods_cg_cgjggs,采购结果公示,datasource,数据来源:暂无实用,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,lastupdatetime,最后修改时间,,datetime,-,,,,ods_cg_cgjggs,采购结果公示,LASTUPDATETIME,最新更新时间,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,xjbm,询价编码,,varchar(64),64,,,,ods_cg_cgjggs,采购结果公示,XJBM,,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,djdwmc,,,varchar(160),160,,,,ods_cg_cgjggs,采购结果公示,djdwmc,,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,zdrm,,,varchar(128),128,,,,ods_cg_cgjggs,采购结果公示,zdrm,,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,zzlastupdatetime,,,datetime,-,,,,ods_cg_cgjggs,采购结果公示,ZZLASTUPDATETIME,,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,sfsm,是否涉密,（0-不涉密  1-涉密）,varchar(1),1,,,,ods_cg_cgjggs,采购结果公示,sfsm,是否涉密 （0-不涉密  1-涉密）,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,xmmc,项目名称,,varchar(250),250,,,,ods_cg_cgjggs,采购结果公示,xmmc,项目名称,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,cgbm,采购编码,,varchar(250),250,,,,ods_cg_cgjggs,采购结果公示,cgbm,采购编码,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,cgdwmc,采购单位名称,,varchar(250),250,,,,ods_cg_cgjggs,采购结果公示,cgdwmc,采购单位名称,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,gq,工期,（供货期或服务期）,varchar(250),250,,,,ods_cg_cgjggs,采购结果公示,gq,工期（供货期或服务期）,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,lxr,联系人,,varchar(30),30,,,,ods_cg_cgjggs,采购结果公示,lxr,联系人,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,lxfs,联系方式,,varchar(30),30,,,,ods_cg_cgjggs,采购结果公示,lxfs,联系方式,
供应链管理部,供应链管理,dwd_gyl_cgjggs,采购结果公示,lastutd,最后更新日期,,datetime,,,,,ods_cg_cgjggs,采购结果公示,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,pbbm,采购结果通知编码,,varchar(16),16,PK,,,ods_cg_cgpbtz,采购结果通知,PBBM,采购结果通知编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,pbmc,采购结果通知名称,,varchar(240),240,,,,ods_cg_cgpbtz,采购结果通知,PBMC,采购结果通知名称,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,bzbm,采购结果表编码,,varchar(40),40,,FK,,ods_cg_cgpbtz,采购结果通知,BZBM,采购结果表编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,zy,摘要,,varchar(240),240,,,,ods_cg_cgpbtz,采购结果通知,ZY,废弃字段---------摘要,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,nr,内容,,varchar(64),64,,,,ods_cg_cgpbtz,采购结果通知,NR,废弃字段---------内容,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,zdr,制单人编码,,varchar(80),80,,,,ods_cg_cgpbtz,采购结果通知,zdr,制单人编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,zdsj,制单时间,,datetime,,,,,ods_cg_cgpbtz,采购结果通知,zdsj,制单时间,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,publish,是否发布标志,（0-否 1-是）,varchar(4),4,,,,ods_cg_cgpbtz,采购结果通知,PUBLISH,是否发布标志（0-否 1-是）,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,publishuser,发布人编码,,varchar(80),80,,,,ods_cg_cgpbtz,采购结果通知,PUBLISHUSER,发布人编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,publishtime,发布时间,,datetime,-,,,,ods_cg_cgpbtz,采购结果通知,PUBLISHTIME,发布时间,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,htbz,回退标志,,varchar(4),4,,,,ods_cg_cgpbtz,采购结果通知,htbz,回退标志,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,htr,回退人编码,,varchar(80),80,,,,ods_cg_cgpbtz,采购结果通知,htr,回退人编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,htsj,回退时间,,datetime,,,,,ods_cg_cgpbtz,采购结果通知,htsj,回退时间,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,win,是否中标标志,（0-否 1-是）,varchar(4),4,,,,ods_cg_cgpbtz,采购结果通知,WIN,是否中标标志（0-否 1-是）,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,receiver,采购结果通知接收人编码,,varchar(80),80,,,,ods_cg_cgpbtz,采购结果通知,RECEIVER,采购结果通知接收人编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,receive,采购结果通知接收标志,0-未接收 1-已接收,varchar(4),4,,,,ods_cg_cgpbtz,采购结果通知,RECEIVE,采购结果通知接收标志 0-未接收 1-已接收,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,receivetime,采购结果通知接收时间,,datetime,-,,,,ods_cg_cgpbtz,采购结果通知,RECEIVETIME,采购结果通知接收时间,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,content,通知内容,,longtext,4294967295,,,,ods_cg_cgpbtz,采购结果通知,CONTENT,通知内容,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,djdwbm,制单人单位编码,,varchar(80),80,,,,ods_cg_cgpbtz,采购结果通知,djdwbm,制单人单位编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,version,版本,,bigint(20),,,,,ods_cg_cgpbtz,采购结果通知,version,版本,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,bjbm,报价编码,,varchar(32),32,,,,ods_cg_cgpbtz,采购结果通知,BJBM,报价编码,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,djdwmc,,,varchar(180),180,,,,ods_cg_cgpbtz,采购结果通知,djdwmc,,
供应链管理部,供应链管理,dwd_gyl_cgpbtz,采购结果通知,zdrm,,,varchar(180),180,,,,ods_cg_cgpbtz,采购结果通知,zdrm,,
